order_id,cust_id,gender,age,date,status,channel,sku,category,size,quantity,currency,amount,ship_city,ship_pin_code,ship_country,b2b,month,year,revenue_bucket,cust_type
404-8786932-9447520,8786932,MEN,55,2022-12-04,DELIVERED,AJIO,NW034-TP-PJ-M,SET,M,1,INR,595,BHARUCH,392001,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-8573929-1921943,8573929,WOMEN,30,2022-12-04,DELIVERED,FLIPKART,JNE3518-KR-XXL,KURTA,XXL,1,INR,458,MUMBAI,400097,IN,0,DECEMBER,2022,LOW,CUSTOMER
407-8980704-1408352,8980704,WOMEN,59,2022-12-04,CANCELLED,MYNTRA,JNE3487-KR-M,KURTA,M,1,INR,345,NOIDA,201304,IN,0,DECEMBER,2022,LOW,CUSTOMER
171-2516658-6849136,2516658,WOMEN,55,2022-12-04,DELIVERED,FLIPKART,JNE3560-KR-M,KURTA,M,1,INR,481,CHENNAI,600077,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-0105497-2446747,105497,WOMEN,37,2022-12-04,REFUNDED,AMAZON,JNE3373-KR-S,KURTA,S,1,INR,382,BHANDARA,441701,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-6468339-1490707,6468339,MEN,19,2022-12-04,DELIVERED,AMAZON,SET377-KR-NP-XS,SET,XS,1,INR,1036,MUMBAI,400093,IN,0,DECEMBER,2022,HIGH,CUSTOMER
402-6702100-7257107,6702100,WOMEN,49,2022-12-04,RETURNED,MYNTRA,JNE3620-KR-S,KURTA,S,1,INR,322,NEW DELHI,110084,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-6243782-8199521,6243782,WOMEN,33,2022-12-04,DELIVERED,AMAZON,JNE3822-KR-L,KURTA,L,1,INR,449,BHATKAL,581320,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-3641651-0348348,3641651,MEN,22,2022-12-04,DELIVERED,AMAZON,SET184-KR-PP-L,SET,L,1,INR,573,MUMBAI,400098,IN,0,DECEMBER,2022,LOW,CUSTOMER
402-7662369-2719545,7662369,WOMEN,18,2022-12-04,DELIVERED,MYNTRA,SET366-KR-NP-S,SET,S,1,INR,1163,RANCHI,834008,IN,0,DECEMBER,2022,HIGH,CUSTOMER
403-8575376-3341124,8575376,WOMEN,32,2022-12-04,DELIVERED,FLIPKART,SET253-KR-NP-L,SET,L,1,INR,737,HYDERABAD,500020,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-7384618-1017125,7384618,WOMEN,48,2022-12-04,DELIVERED,FLIPKART,SET203-KR-DPT-L,SET,L,1,INR,429,CHENNAI,600051,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-3542194-2527546,3542194,WOMEN,20,2022-12-04,DELIVERED,AMAZON,SAR028,SAREE,Free,1,INR,307,Perambra,673524,IN,0,DECEMBER,2022,LOW,CUSTOMER
405-6859790-7125127,6859790,WOMEN,48,2022-12-04,DELIVERED,MEESHO,SET024-KR-SP-A-M,KURTA,M,1,INR,631,GURUGRAM,122002,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-0347306-1283554,347306,WOMEN,66,2022-12-04,DELIVERED,AMAZON,JNE3794-KR-M,KURTA,M,1,INR,517,HYDERABAD,500090,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-7048232-6973930,7048232,WOMEN,60,2022-12-04,DELIVERED,MYNTRA,JNE3781-KR-S,KURTA,S,1,INR,427,HAMIRPUR,177005,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-5516090-4385135,5516090,MEN,47,2022-12-04,DELIVERED,OTHERS,J0338-DR-S,WESTERN DRESS,S,1,INR,855,Nayagarh,752069,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-0294848-6612317,294848,WOMEN,19,2022-12-04,DELIVERED,FLIPKART,JNE3365-KR-1052-A-XXL,KURTA,XXL,1,INR,376,BENGALURU,560075,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-6522716-9753142,6522716,MEN,48,2022-12-04,DELIVERED,AMAZON,JNE3805-KR-L,KURTA,L,1,INR,487,BENGALURU,562125,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-3094141-6564325,3094141,WOMEN,40,2022-12-04,DELIVERED,AMAZON,JNE3466-KR-XXL,KURTA,XXL,1,INR,771,TIRUCHIRAPPALLI,620017,IN,0,DECEMBER,2022,LOW,CUSTOMER
405-8966819-1579535,8966819,WOMEN,38,2022-12-04,DELIVERED,FLIPKART,JNE3805-KR-M,KURTA,M,1,INR,487,PUDUVAYAL,630108,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-2716293-0209115,2716293,WOMEN,21,2022-12-04,DELIVERED,AMAZON,MEN5019-KR-XL,KURTA,XL,1,INR,472,HYDERABAD,500045,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-9848998-6793100,9848998,WOMEN,38,2022-12-04,DELIVERED,AMAZON,SAR015,SAREE,Free,1,INR,790,UDAIPUR,313001,IN,0,DECEMBER,2022,LOW,CUSTOMER
171-6592212-4665122,6592212,WOMEN,25,2022-12-04,DELIVERED,AMAZON,JNE3794-KR-XS,KURTA,XS,1,INR,517,PUDUCHERRY,605004,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-5467416-2849910,5467416,WOMEN,35,2022-12-04,DELIVERED,FLIPKART,SET135-KR-PP-XXXL,SET,3XL,1,INR,646,GREATER NOIDA,201310,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-1265802-4542716,1265802,WOMEN,23,2022-12-04,DELIVERED,AMAZON,J0338-DR-XL,WESTERN DRESS,XL,1,INR,743,SECUNDERABAD,500011,IN,0,DECEMBER,2022,LOW,CUSTOMER
171-9585512-1214755,9585512,WOMEN,61,2022-12-04,DELIVERED,MYNTRA,JNE2251-KR-537-XXL,KURTA,XXL,1,INR,399,new delhi,110063,IN,0,DECEMBER,2022,LOW,CUSTOMER
405-6513430-0509918,6513430,WOMEN,40,2022-12-04,DELIVERED,FLIPKART,SET272-KR-PP-M,SET,M,1,INR,852,GREATER NOIDA,201306,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-7694216-8034754,7694216,MEN,32,2022-12-04,DELIVERED,FLIPKART,SET197-KR-NP-M,SET,M,1,INR,759,MYSURU,570034,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-5911668-5550717,5911668,WOMEN,31,2022-12-04,DELIVERED,NALLI,J0301-TP-XL,TOP,XL,1,INR,493,NEW DELHI,110059,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-5364170-6523532,5364170,WOMEN,29,2022-12-04,DELIVERED,AMAZON,JNE3518-KR-XXL,KURTA,XXL,1,INR,458,JAIPUR,303002,IN,0,DECEMBER,2022,LOW,CUSTOMER
405-3614770-5449966,3614770,WOMEN,27,2022-12-04,DELIVERED,AMAZON,JNE3405-KR-M,KURTA,M,1,INR,435,BIDAR,585401,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-1246579-1197122,1246579,WOMEN,48,2022-12-04,DELIVERED,AMAZON,SET251-KR-PP-XS,SET,XS,1,INR,759,BABUGARH,245201,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-6695683-9996343,6695683,MEN,30,2022-12-04,CANCELLED,MYNTRA,SET282-KR-PP-L,SET,L,1,INR,1043,THANE,400606,IN,0,DECEMBER,2022,HIGH,CUSTOMER
404-1994186-3865941,1994186,MEN,71,2022-12-04,DELIVERED,MYNTRA,SET268-KR-NP-M,SET,M,1,INR,698,UDAIPUR,313001,IN,0,DECEMBER,2022,LOW,CUSTOMER
404-0172471-1609129,172471,WOMEN,41,2022-12-04,DELIVERED,FLIPKART,JNE3648-TP-N-S,TOP,S,1,INR,518,DOHAD,389151,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-0681598-4591519,681598,MEN,28,2022-12-04,DELIVERED,MYNTRA,J0308-DR-XXL,WESTERN DRESS,XXL,1,INR,625,Barasat,700124,IN,0,DECEMBER,2022,LOW,CUSTOMER
407-1388772-0703516,1388772,WOMEN,19,2022-12-04,DELIVERED,FLIPKART,MEN5026-KR-XXXL,KURTA,3XL,1,INR,499,INDORE,452001,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-3131740-5067529,3131740,WOMEN,25,2022-12-04,DELIVERED,MYNTRA,JNE3642-TP-XS,TOP,XS,1,INR,321,MUMBAI,400053,IN,0,DECEMBER,2022,LOW,CUSTOMER
402-5496750-0331528,5496750,WOMEN,57,2022-12-04,DELIVERED,NALLI,SET229-KR-PP-XS,SET,XS,1,INR,845,NAGAUR,341305,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-0816846-6852364,816846,WOMEN,50,2022-12-04,DELIVERED,FLIPKART,JNE1234-MULTI-KR-032-XL,KURTA,XL,1,INR,307,Coimbatore,641031,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-0278400-0572330,278400,WOMEN,31,2022-12-04,DELIVERED,AJIO,PJNE3068-KR-6XL,KURTA,6XL,1,INR,692,NAVI MUMBAI,400701,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-8079606-6799503,8079606,MEN,33,2022-12-04,DELIVERED,AJIO,SET313-KR-NP-XS,SET,XS,1,INR,1099,NEW DELHI,110003,IN,0,DECEMBER,2022,HIGH,CUSTOMER
171-4636514-5082740,4636514,WOMEN,31,2022-12-04,DELIVERED,MYNTRA,SET282-KR-PP-M,SET,M,1,INR,1033,BARASAT,700124,IN,0,DECEMBER,2022,HIGH,CUSTOMER
406-9847734-4402766,9847734,WOMEN,44,2022-12-04,DELIVERED,MYNTRA,JNE1525-KR-UDF19BLACK-XS,KURTA,XS,1,INR,301,COIMBATORE,641027,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-8860022-0290733,8860022,WOMEN,26,2022-12-04,DELIVERED,MYNTRA,JNE3691-TU-L,TOP,L,1,INR,625,RANCHI,834002,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-1669205-3638714,1669205,WOMEN,25,2022-12-04,DELIVERED,MYNTRA,JNE3399-KR-M,KURTA,M,1,INR,435,SANGAREDDY,502001,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-6737238-3993139,6737238,WOMEN,49,2022-12-04,DELIVERED,AMAZON,JNE3790-KR-XXXL,KURTA,3XL,1,INR,307,PUNE,411041,IN,0,DECEMBER,2022,LOW,CUSTOMER
402-9605076-2885164,9605076,MEN,59,2022-12-04,DELIVERED,AMAZON,SET268-KR-NP-L,SET,L,1,INR,788,Buxar,802133,IN,0,DECEMBER,2022,LOW,CUSTOMER
406-9542566-5579564,9542566,WOMEN,21,2022-12-04,DELIVERED,AMAZON,SET393-KR-NP-M,SET,M,1,INR,999,KANJIKODE INDUSTRIAL AREA,678623,IN,0,DECEMBER,2022,LOW,CUSTOMER
408-1540604-8952365,1540604,WOMEN,31,2022-12-04,DELIVERED,AMAZON,J0329-KR-XS,KURTA,XS,1,INR,852,HYDERABAD,508126,IN,0,DECEMBER,2022,LOW,CUSTOMER
405-9367631-7902714,9367631,WOMEN,34,2022-12-04,DELIVERED,AMAZON,SET397-KR-NP  -M,SET,M,1,INR,999,ALLAHABAD,211002,IN,0,DECEMBER,2022,LOW,CUSTOMER
403-0595996-9383507,595996,MEN,72,2022-12-04,DELIVERED,AMAZON,J0008-SKD-M,SET,M,1,INR,1075,DIU,362520,IN,0,DECEMBER,2022,HIGH,CUSTOMER
407-8256896-7645127,8256896,MEN,22,2022-12-04,DELIVERED,AMAZON,SET320-KR-NP-S,SET,S,1,INR,845,PATNA,801505,IN,0,DECEMBER,2022,LOW,CUSTOMER
407-1064158-5677135,1064158,MEN,35,2022-12-04,DELIVERED,MYNTRA,J0003-SET-S,SET,S,1,INR,664,Yacharam,501509,IN,0,DECEMBER,2022,LOW,CUSTOMER
407-2727693-8699567,2727693,WOMEN,31,2022-12-04,DELIVERED,FLIPKART,SET304-KR-DPT-M,SET,M,1,INR,1186,Kannur,670304,IN,0,DECEMBER,2022,HIGH,CUSTOMER
171-6844452-3288337,6844452,MEN,34,2022-12-04,RETURNED,MEESHO,J0382-SKD-XXL,SET,XXL,1,INR,1258,Port blair,744103,IN,0,DECEMBER,2022,HIGH,CUSTOMER
